date,client,channel,campaign_name,spend,impressions,clicks,conversions,conversion_value
13/02/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,27.32,2604,33,2,2080.88
13/02/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,16.39,1520,15,1,734.64
14/02/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,28.67,3151,62,2,1681.44
14/02/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,17.2,1917,35,2,1083.78
15/02/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,24.03,2852,48,0,0.0
15/02/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,14.42,1762,20,3,2740.99
16/02/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,29.69,3442,47,0,0.0
16/02/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,17.81,1998,29,0,0.0
17/02/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,23.41,3172,43,2,2354.43
17/02/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,14.05,1919,30,2,1251.14
18/02/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,28.0,3391,63,2,1280.51
18/02/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,16.8,1959,39,1,741.98
19/02/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,23.82,4379,47,1,787.6
19/02/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,14.29,2695,27,0,0.0
20/02/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,28.88,4067,77,1,882.74
20/02/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,17.33,2408,51,2,2012.39
21/02/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,20.61,2011,29,0,0.0
21/02/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,12.37,1153,21,0,0.0
22/02/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,24.06,3519,49,1,810.77
22/02/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,14.43,2096,43,0,0.0
23/02/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,27.51,4187,42,1,771.83
23/02/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,16.51,2644,24,0,0.0
24/02/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,22.08,2324,24,0,0.0
24/02/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,13.25,1377,8,0,0.0
25/02/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,26.23,3832,45,2,1215.35
25/02/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,15.74,2304,28,2,1216.2
26/02/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,28.54,5429,120,2,2961.18
26/02/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,17.13,3370,53,1,516.84
27/02/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,21.56,2518,42,1,567.38
27/02/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,12.93,1550,27,0,0.0
28/02/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,20.99,2640,27,0,0.0
28/02/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,12.59,1537,21,0,0.0
01/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,30.07,2949,26,1,671.33
01/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,18.04,1737,24,2,1693.69
02/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,22.01,3259,52,3,3177.71
02/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,13.2,1947,23,1,937.74
03/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,23.05,3150,55,1,856.21
03/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,13.83,1833,37,0,0.0
04/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,31.34,3742,35,0,0.0
04/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,18.8,2372,16,0,0.0
05/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,25.56,3707,24,0,0.0
05/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,15.34,2170,26,0,0.0
06/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,35.46,4375,63,0,0.0
06/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,21.28,2616,35,0,0.0
07/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,23.16,2297,33,0,0.0
07/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,13.9,1377,24,0,0.0
08/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,27.28,3556,37,1,881.97
08/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,16.37,2066,17,0,0.0
09/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,26.87,4286,59,0,0.0
09/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,16.12,2763,53,0,0.0
10/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,29.25,3448,39,0,0.0
10/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,17.55,2051,17,0,0.0
11/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,30.88,5182,74,1,1331.37
11/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,18.53,3186,33,1,933.08
12/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,21.51,2174,25,0,0.0
12/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,12.91,1297,14,0,0.0
13/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,26.64,2918,42,0,0.0
13/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,15.98,1729,32,0,0.0
14/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,27.19,2689,28,1,483.32
14/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,16.31,1580,7,0,0.0
15/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,26.3,3284,45,1,944.3
15/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,15.78,1983,27,0,0.0
16/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,25.77,4196,70,1,
16/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,15.46,2489,39,0,0.0
17/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,25.14,4662,49,1,685.99
17/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,15.09,2827,30,0,0.0
18/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,21.57,4242,25,0,0.0
18/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,12.94,2433,15,0,0.0
19/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,34.11,3327,45,0,0.0
19/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,20.46,2085,29,1,980.94
20/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,37.09,5548,86,2,2152.59
20/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,22.26,3242,56,1,950.92
21/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,33.02,3489,34,1,950.61
21/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,19.81,2014,24,0,0.0
22/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,23.28,2554,41,0,0.0
22/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,13.97,1512,34,1,751.07
23/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,24.25,3773,63,1,717.29
23/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,14.55,2306,32,1,755.4
24/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,26.47,3605,37,0,0.0
24/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,15.88,2135,25,0,0.0
25/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,21.4,2449,41,1,885.01
25/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,12.84,1542,32,1,865.69
26/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,25.16,3001,30,0,0.0
26/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,15.09,1745,12,0,0.0
27/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,24.62,3469,34,1,705.95
27/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,14.77,2106,17,0,0.0
28/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,27.07,2867,41,0,0.0
28/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,16.24,1702,25,0,0.0
29/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,22.81,2482,37,0,0.0
29/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,13.68,1551,30,1,658.15
30/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,22.8,3598,74,0,0.0
30/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,13.68,2160,40,1,848.84
31/03/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q1,21.64,2879,73,1,
31/03/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q1,12.98,1709,33,0,0.0
01/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,27.59,3192,63,1,821.9
01/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,16.55,1925,42,0,0.0
02/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,24.17,3024,57,0,0.0
02/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,14.5,1859,24,0,0.0
03/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,24.42,2974,30,0,0.0
03/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,14.65,1761,10,1,801.78
04/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,27.61,3293,27,2,2582.75
04/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,16.56,2032,19,0,0.0
05/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,21.79,2362,44,2,1858.77
05/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,13.07,1414,26,0,0.0
06/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,29.36,3681,38,0,0.0
06/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,17.61,2145,16,0,0.0
07/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,24.03,3666,70,2,1414.01
07/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,14.42,2203,43,1,972.97
08/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,17.41,1907,40,0,0.0
08/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,10.45,1165,17,1,743.14
09/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,19.6,1891,27,0,0.0
09/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,11.76,1194,18,2,1943.53
10/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,23.05,2385,45,2,1102.28
10/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,13.83,1434,21,1,1202.24
11/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,24.17,4294,56,4,2582.16
11/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,14.5,2640,37,1,812.07
12/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,24.25,3952,89,2,2066.93
12/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,14.55,2275,41,0,0.0
13/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,26.16,2798,46,2,1641.84
13/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,15.7,1655,31,1,988.44
14/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,29.53,3961,60,4,3597.7
14/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,17.72,2396,41,1,805.88
15/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,30.3,3185,46,1,907.02
15/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,18.18,1977,28,0,0.0
16/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,24.88,3237,27,0,0.0
16/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,14.93,1952,23,1,1188.86
17/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,24.5,2323,32,0,0.0
17/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,14.7,1367,11,1,838.19
18/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,20.95,2175,21,0,0.0
18/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,12.57,1349,12,0,0.0
19/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,25.87,4923,51,2,1637.0
19/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,15.52,2857,35,0,0.0
20/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,23.7,2635,25,0,0.0
20/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,14.22,1545,12,1,877.6
21/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,25.44,3939,63,1,652.45
21/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,15.27,2358,32,0,0.0
22/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,27.95,4447,42,1,760.79
22/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,16.77,2716,23,0,0.0
23/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,22.57,3256,34,1,936.3
23/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,13.54,1915,13,0,0.0
24/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,24.39,3084,51,0,0.0
24/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,14.63,1900,29,0,0.0
25/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,25.52,3249,31,1,962.55
25/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,15.31,1912,16,0,0.0
26/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,21.73,2581,46,1,946.17
26/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,13.04,1670,29,0,0.0
27/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,28.53,4765,61,1,862.24
27/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,17.12,2975,35,0,0.0
28/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,39.87,4234,30,1,584.57
28/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,23.92,2526,22,0,0.0
29/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,21.69,2258,21,1,708.69
29/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,13.01,1313,19,0,0.0
30/04/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,23.89,3674,55,2,2130.3
30/04/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,14.33,2143,35,3,2704.07
01/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,36.63,3653,75,1,839.17
01/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,21.98,2197,32,1,698.77
02/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,22.21,2598,44,2,1611.21
02/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,13.32,1499,16,0,0.0
03/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,24.61,2935,48,0,0.0
03/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,14.76,1729,28,1,930.7
04/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,25.4,2674,27,3,1382.91
04/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,15.24,1590,21,0,0.0
05/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,26.46,3076,42,1,737.12
05/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,15.87,1797,24,1,895.44
06/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,23.31,3762,44,1,783.19
06/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,13.99,2181,26,0,0.0
07/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,33.07,3338,39,1,667.58
07/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,19.84,1970,20,0,0.0
08/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,21.71,2563,43,2,1399.8
08/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,13.03,1496,24,0,0.0
09/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,20.59,3051,69,1,683.93
09/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,12.35,1893,30,1,912.51
10/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,20.72,3378,57,2,1697.13
10/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,12.43,2031,32,0,0.0
11/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,20.64,2057,11,0,0.0
11/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,12.39,1250,10,0,0.0
12/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,23.48,2785,40,2,
12/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,14.09,1724,19,0,0.0
13/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,17.46,1915,20,0,0.0
13/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,10.48,1126,10,0,0.0
14/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,26.44,4510,82,3,1831.27
14/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,15.86,2754,59,2,2034.03
15/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,35.66,5049,82,0,0.0
15/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,21.39,3086,54,0,0.0
16/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,26.56,3714,48,2,
16/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,15.93,2286,26,0,0.0
17/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,22.6,2121,33,0,0.0
17/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,13.56,1229,32,0,0.0
18/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,27.01,3945,55,1,753.94
18/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,16.21,2407,39,2,989.27
19/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,20.37,1884,23,0,0.0
19/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,12.22,1135,11,0,0.0
20/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,24.13,3124,30,0,0.0
20/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,14.48,1808,13,1,690.76
21/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,19.94,2423,28,0,0.0
21/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,11.96,1566,26,3,3450.35
22/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,19.34,2020,28,1,1037.73
22/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,11.6,1192,15,0,0.0
23/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,29.43,4444,45,1,1364.07
23/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,17.66,2712,39,1,863.08
24/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,23.32,3343,40,0,0.0
24/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,13.99,1923,29,2,
25/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,28.34,3513,54,2,2239.53
25/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,17.0,2072,32,1,757.07
26/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,24.74,2735,53,3,
26/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,14.85,1537,25,0,0.0
27/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,23.11,3197,59,0,0.0
27/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,13.87,1987,49,1,745.82
28/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,21.26,4087,69,2,2042.67
28/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,12.75,2533,47,0,0.0
29/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,27.94,3566,42,2,1389.01
29/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,16.77,2047,23,0,0.0
30/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,37.23,7161,150,3,2266.91
30/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,22.34,4484,83,3,2210.27
31/05/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,22.77,2890,51,0,0.0
31/05/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,13.66,1746,25,0,0.0
01/06/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,29.89,5419,105,4,3354.15
01/06/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,17.93,3348,66,2,2130.19
02/06/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,30.24,5952,85,4,2546.17
02/06/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,18.14,3476,49,0,0.0
03/06/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,25.91,2520,28,0,0.0
03/06/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,15.54,1491,15,0,0.0
04/06/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,24.6,4051,30,0,0.0
04/06/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,14.76,2400,26,0,0.0
05/06/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,23.54,4586,59,1,697.07
05/06/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,14.12,2814,42,0,0.0
06/06/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,25.81,3387,41,0,0.0
06/06/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,15.49,2117,19,0,0.0
07/06/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,24.21,2849,44,0,0.0
07/06/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,14.53,1818,27,0,0.0
08/06/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,18.1,3528,69,1,1026.07
08/06/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,10.86,2210,37,0,0.0
09/06/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,29.07,2674,53,0,0.0
09/06/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,17.44,1631,38,0,0.0
10/06/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,20.01,1725,16,0,0.0
10/06/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,12.0,1149,16,1,894.52
10/06/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,20.01,1725,16,0,0.0
10/06/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,12.0,1149,16,1,894.52
11/06/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,19.57,2632,27,0,0.0
11/06/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,11.74,1554,24,0,0.0
11/06/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,19.57,2632,27,0,0.0
11/06/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,11.74,1554,24,0,0.0
12/06/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,19.21,2913,58,2,2495.15
12/06/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,11.53,1719,25,0,0.0
12/06/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,19.21,2913,58,2,2495.15
12/06/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,11.53,1719,25,0,0.0
13/06/2025,Clinica Vantia,Meta Ads,Prospecting Social ES Q2,24.42,3142,61,4,2565.59
13/06/2025,Clinica Vantia,Meta Ads,Retargeting Social ES Q2,14.65,1945,40,2,2226.79
