date,client,channel,campaign_name,spend,impressions,clicks,conversions,conversion_value
2025-03-14,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q1,4.24,78,0,0,0.0
2025-03-15,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q1,3.94,121,0,0,0.0
2025-03-16,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q1,15.66,361,5,0,0.0
2025-03-17,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q1,13.87,451,1,0,0.0
2025-03-18,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q1,14.47,381,3,0,0.0
2025-03-19,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q1,11.33,357,2,0,0.0
2025-03-20,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q1,16.24,356,1,0,0.0
2025-03-21,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q1,3.86,100,0,0,0.0
2025-03-22,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q1,3.2,102,1,0,0.0
2025-03-23,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q1,14.14,413,1,0,0.0
2025-03-24,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q1,13.14,343,1,0,0.0
2025-03-25,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q1,14.02,384,4,0,0.0
2025-03-26,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q1,16.08,361,1,0,0.0
2025-03-27,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q1,13.02,293,0,0,0.0
2025-03-28,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q1,3.13,103,1,0,0.0
2025-03-29,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q1,3.82,84,1,0,0.0
2025-03-30,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q1,13.99,401,1,0,0.0
2025-03-31,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,17.71,456,4,0,0.0
2025-04-01,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,13.23,245,1,0,0.0
2025-04-02,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,13.63,312,2,0,0.0
2025-04-03,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,14.42,296,1,0,0.0
2025-04-04,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,5.39,171,1,1,43.73
2025-04-05,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.4,72,0,0,0.0
2025-04-06,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,14.05,372,1,0,0.0
2025-04-07,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,17.28,543,7,0,0.0
2025-04-08,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,13.01,369,6,0,0.0
2025-04-09,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,16.1,434,4,0,0.0
2025-04-10,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,15.27,474,4,0,0.0
2025-04-11,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.65,114,2,0,0.0
2025-04-12,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.9,131,0,0,0.0
2025-04-13,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,11.61,273,2,0,0.0
2025-04-14,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,15.15,444,3,0,0.0
2025-04-15,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,12.45,325,5,0,0.0
2025-04-16,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,16.19,558,9,0,0.0
2025-04-17,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,12.14,254,1,0,0.0
2025-04-18,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.75,107,2,0,0.0
2025-04-19,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.48,114,2,0,0.0
2025-04-20,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,14.82,400,3,0,0.0
2025-04-21,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,14.21,499,4,1,48.67
2025-04-22,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,15.3,343,4,0,0.0
2025-04-23,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,12.95,414,2,0,0.0
2025-04-24,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,16.32,406,4,0,0.0
2025-04-25,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.71,107,2,0,0.0
2025-04-26,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.9,94,1,0,0.0
2025-04-27,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,15.07,423,0,0,0.0
2025-04-28,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,13.16,327,1,0,0.0
2025-04-29,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,16.0,462,5,0,0.0
2025-04-30,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,17.78,374,7,0,0.0
2025-05-01,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,13.17,399,2,0,0.0
2025-05-02,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.67,131,0,0,0.0
2025-05-03,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.02,82,0,0,0.0
2025-05-04,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,14.87,361,3,0,0.0
2025-05-05,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,14.45,438,2,0,0.0
2025-05-06,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,20.56,620,5,0,0.0
2025-05-07,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,11.89,270,3,0,0.0
2025-05-08,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,16.85,492,2,0,0.0
2025-05-09,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.75,88,1,0,0.0
2025-05-10,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.81,107,0,0,0.0
2025-05-11,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,16.88,369,0,0,0.0
2025-05-12,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,12.54,324,0,0,0.0
2025-05-13,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,11.72,326,2,0,0.0
2025-05-14,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,16.21,506,2,0,0.0
2025-05-15,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,17.96,322,2,0,0.0
2025-05-16,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,4.14,128,0,0,0.0
2025-05-17,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,4.4,114,0,0,0.0
2025-05-18,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,21.7,674,6,0,0.0
2025-05-19,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,15.45,314,3,0,0.0
2025-05-20,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,16.88,380,2,0,0.0
2025-05-21,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,15.59,345,2,0,0.0
2025-05-22,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,14.57,311,3,0,0.0
2025-05-23,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,4.54,114,3,0,0.0
2025-05-24,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.73,78,0,0,0.0
2025-05-25,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,14.11,331,0,0,0.0
2025-05-26,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,11.6,310,1,0,0.0
2025-05-27,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,16.09,568,3,0,0.0
2025-05-28,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,16.87,602,4,0,0.0
2025-05-29,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,19.63,517,2,0,0.0
2025-05-30,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.62,103,0,0,0.0
2025-05-31,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.95,104,1,0,0.0
2025-06-01,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,17.51,476,1,0,0.0
2025-06-02,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,14.18,384,4,0,0.0
2025-06-03,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,13.43,282,0,0,0.0
2025-06-04,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,14.52,450,6,0,0.0
2025-06-05,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,13.84,476,1,0,0.0
2025-06-06,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.42,99,0,0,0.0
2025-06-07,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,4.62,109,0,0,0.0
2025-06-08,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,14.03,385,4,0,0.0
2025-06-09,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,13.21,315,1,0,0.0
2025-06-09,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,13.21,315,1,0,0.0
2025-06-10,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,15.09,368,1,0,0.0
2025-06-10,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,15.09,368,1,0,0.0
2025-06-11,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,14.44,358,1,0,0.0
2025-06-11,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,14.44,358,1,0,0.0
2025-06-12,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,11.66,276,2,0,0.0
2025-06-12,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,11.66,276,2,0,0.0
2025-06-13,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.27,82,0,0,0.0
2025-06-13,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.27,82,0,0,0.0
2025-06-14,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.87,115,1,0,0.0
2025-06-14,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.87,115,1,0,0.0
2025-06-15,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,18.16,375,2,1,52.58
2025-06-15,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,18.16,375,2,1,52.58
2025-06-16,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,10.18,241,0,0,0.0
2025-06-16,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,10.18,241,0,0,0.0
2025-06-17,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,13.45,339,4,0,0.0
2025-06-17,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,13.45,339,4,0,0.0
2025-06-18,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,14.6,310,1,1,28.09
2025-06-18,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,14.6,310,1,1,28.09
2025-06-19,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,19.33,647,7,0,0.0
2025-06-20,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.05,68,0,0,0.0
2025-06-21,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.66,116,1,0,0.0
2025-06-22,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,18.93,423,5,0,0.0
2025-06-23,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,16.67,573,5,0,0.0
2025-06-24,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,13.5,467,1,0,0.0
2025-06-25,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,18.99,400,3,0,0.0
2025-06-26,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,13.79,355,3,0,0.0
2025-06-27,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,3.48,98,1,0,0.0
2025-06-28,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,5.04,129,0,0,0.0
2025-06-29,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q2,17.48,378,2,0,0.0
2025-06-30,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,12.63,385,0,0,0.0
2025-07-01,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,13.28,363,4,0,0.0
2025-07-02,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,14.82,510,8,0,0.0
2025-07-03,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,15.23,329,3,0,0.0
2025-07-04,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,4.98,109,0,0,0.0
2025-07-05,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,4.96,168,0,0,0.0
2025-07-06,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,17.01,516,1,0,0.0
2025-07-07,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,18.9,665,1,0,0.0
2025-07-08,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,15.53,413,1,0,0.0
2025-07-09,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,11.31,268,2,0,0.0
2025-07-10,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,15.79,470,4,0,0.0
2025-07-11,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,3.88,103,2,1,21.81
2025-07-12,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,3.31,65,0,0,0.0
2025-07-13,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,10.82,342,1,0,0.0
2025-07-14,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,16.65,435,4,0,0.0
2025-07-15,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,12.93,383,3,0,0.0
2025-07-16,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,13.77,407,1,0,0.0
2025-07-17,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,17.98,535,3,0,0.0
2025-07-18,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,4.09,114,0,0,0.0
2025-07-19,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,3.02,83,1,0,0.0
2025-07-20,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,19.05,463,3,0,0.0
2025-07-21,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,19.29,612,3,0,0.0
2025-07-22,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,19.15,408,2,1,46.11
2025-07-23,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,14.71,342,6,0,0.0
2025-07-24,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,15.18,550,4,0,0.0
2025-07-25,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,3.27,93,0,0,0.0
2025-07-26,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,4.01,102,0,0,0.0
2025-07-27,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,13.71,347,1,0,0.0
2025-07-28,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,12.68,354,1,0,0.0
2025-07-29,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,14.96,544,6,0,0.0
2025-07-30,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,16.2,403,3,0,0.0
2025-07-31,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,13.64,400,3,0,0.0
2025-08-01,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,4.18,103,1,0,0.0
2025-08-02,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,3.44,107,1,0,0.0
2025-08-03,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,12.57,330,1,0,0.0
2025-08-04,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,14.15,381,5,0,0.0
2025-08-05,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,16.87,434,4,0,0.0
2025-08-06,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,16.37,353,0,0,0.0
2025-08-07,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,21.66,610,3,0,0.0
2025-08-08,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,4.42,81,0,0,0.0
2025-08-09,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,3.74,98,1,0,0.0
2025-08-10,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,16.21,353,1,0,0.0
2025-08-11,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,12.48,289,1,0,0.0
2025-08-12,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,16.02,338,0,0,0.0
2025-08-13,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,14.53,346,0,0,0.0
2025-08-14,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,16.69,385,2,0,0.0
2025-08-15,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,3.68,82,0,0,0.0
2025-08-16,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,3.56,102,0,0,0.0
2025-08-17,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,14.42,345,1,0,0.0
2025-08-18,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,17.27,476,2,0,0.0
2025-08-19,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,21.1,447,4,0,0.0
2025-08-20,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,12.77,297,2,0,0.0
2025-08-21,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,11.53,273,1,0,0.0
2025-08-22,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,6.56,190,0,0,0.0
2025-08-23,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,3.45,83,0,0,0.0
2025-08-24,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,11.89,323,2,0,0.0
2025-08-25,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,12.17,416,2,0,0.0
2025-08-26,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,19.23,624,6,0,0.0
2025-08-27,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,12.41,313,3,0,0.0
2025-08-28,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,14.32,449,0,0,0.0
2025-08-29,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,3.38,114,0,0,0.0
2025-08-30,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,5.15,128,1,0,0.0
2025-08-31,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,23.84,510,2,0,0.0
2025-09-01,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,24.09,524,1,0,0.0
2025-09-02,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,17.89,428,4,1,30.63
2025-09-03,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,22.47,791,6,0,0.0
2025-09-04,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,16.42,382,5,0,0.0
2025-09-05,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,6.03,130,0,0,0.0
2025-09-06,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,3.58,103,0,0,0.0
2025-09-07,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,19.2,440,1,0,0.0
2025-09-08,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,21.67,437,5,0,0.0
2025-09-09,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,14.46,477,5,0,0.0
2025-09-10,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,14.71,336,3,0,0.0
2025-09-11,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,23.06,712,4,0,0.0
2025-09-12,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,5.47,134,0,0,0.0
2025-09-13,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,5.88,148,0,0,0.0
2025-09-14,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,18.15,558,2,0,0.0
2025-09-15,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,19.25,617,3,0,0.0
2025-09-16,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,30.37,1033,4,0,0.0
2025-09-17,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,21.12,583,2,0,0.0
2025-09-18,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,22.34,599,10,1,28.99
2025-09-19,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,6.03,192,2,0,0.0
2025-09-20,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,3.68,101,1,0,0.0
2025-09-21,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,20.14,706,3,0,0.0
2025-09-22,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,18.25,594,6,0,0.0
2025-09-23,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,20.36,592,12,2,82.01
2025-09-24,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,23.02,574,6,0,0.0
2025-09-25,Clinica Vantia,LinkedIn Ads,Partnerships Sponsored ES Q3,25.98,584,10,0,0.0
