date,client,channel,campaign_name,spend,impressions,clicks,conversions,conversion_value
2025-03-25,Clinica Vantia,Google Ads,LeadGen Search ES Q1,35.4,3037,153,6,3695.68
2025-03-26,Clinica Vantia,Google Ads,Brand Search ES Q1,22.28,2868,101,5,3071.5
2025-03-26,Clinica Vantia,Google Ads,LeadGen Search ES Q1,33.43,4385,136,3,2369.07
2025-03-27,Clinica Vantia,Google Ads,Brand Search ES Q1,23.74,2146,97,5,3502.8
2025-03-27,Clinica Vantia,Google Ads,LeadGen Search ES Q1,35.6,3170,172,3,2716.41
2025-03-28,Clinica Vantia,Google Ads,Brand Search ES Q1,21.18,2583,110,4,
2025-03-28,Clinica Vantia,Google Ads,LeadGen Search ES Q1,31.77,3735,155,9,4761.55
2025-03-29,Clinica Vantia,Google Ads,Brand Search ES Q1,26.29,2049,96,4,
2025-03-29,Clinica Vantia,Google Ads,LeadGen Search ES Q1,39.43,3185,129,3,2201.16
2025-03-30,Clinica Vantia,Google Ads,Brand Search ES Q1,25.5,2898,143,9,6637.52
2025-03-30,Clinica Vantia,Google Ads,LeadGen Search ES Q1,38.26,4423,247,13,12081.66
2025-03-31,Clinica Vantia,Google Ads,Brand Search ES Q1,20.82,1691,53,3,1761.43
2025-03-31,Clinica Vantia,Google Ads,LeadGen Search ES Q1,31.24,2495,125,5,5574.47
2025-04-01,Clinica Vantia,Google Ads,Brand Search ES Q2,23.52,2404,106,2,1964.62
2025-04-01,Clinica Vantia,Google Ads,LeadGen Search ES Q2,35.28,3531,147,6,4769.89
2025-04-02,Clinica Vantia,Google Ads,Brand Search ES Q2,25.22,2473,89,1,1023.14
2025-04-02,Clinica Vantia,Google Ads,LeadGen Search ES Q2,37.82,3551,134,5,4602.28
2025-04-03,Clinica Vantia,Google Ads,Brand Search ES Q2,23.19,1876,79,3,3202.7
2025-04-03,Clinica Vantia,Google Ads,LeadGen Search ES Q2,34.78,2785,98,2,1365.55
2025-04-04,Clinica Vantia,Google Ads,Brand Search ES Q2,24.99,2220,116,5,7569.4
2025-04-04,Clinica Vantia,Google Ads,LeadGen Search ES Q2,37.49,3432,151,7,4503.01
2025-04-05,Clinica Vantia,Google Ads,Brand Search ES Q2,26.07,2562,89,0,0.0
2025-04-05,Clinica Vantia,Google Ads,LeadGen Search ES Q2,39.1,3746,148,3,3031.59
2025-04-06,Clinica Vantia,Google Ads,Brand Search ES Q2,26.29,2460,134,5,6427.45
2025-04-06,Clinica Vantia,Google Ads,LeadGen Search ES Q2,39.44,3753,197,4,3977.73
2025-04-07,Clinica Vantia,Google Ads,Brand Search ES Q2,29.37,2444,75,3,3283.52
2025-04-07,Clinica Vantia,Google Ads,LeadGen Search ES Q2,44.06,3602,109,6,5645.87
2025-04-08,Clinica Vantia,Google Ads,Brand Search ES Q2,24.63,3162,131,4,4969.04
2025-04-08,Clinica Vantia,Google Ads,LeadGen Search ES Q2,36.94,4797,207,8,6884.18
2025-04-09,Clinica Vantia,Google Ads,Brand Search ES Q2,28.81,2145,71,1,1080.11
2025-04-09,Clinica Vantia,Google Ads,LeadGen Search ES Q2,43.22,3156,134,2,967.03
2025-04-10,Clinica Vantia,Google Ads,Brand Search ES Q2,21.16,1700,99,0,0.0
2025-04-10,Clinica Vantia,Google Ads,LeadGen Search ES Q2,31.74,2497,132,5,3758.36
2025-04-11,Clinica Vantia,Google Ads,Brand Search ES Q2,19.33,1745,101,3,1753.65
2025-04-11,Clinica Vantia,Google Ads,LeadGen Search ES Q2,29.0,2664,146,3,2234.06
2025-04-12,Clinica Vantia,Google Ads,Brand Search ES Q2,21.63,2429,143,1,605.04
2025-04-12,Clinica Vantia,Google Ads,LeadGen Search ES Q2,32.44,3691,196,8,6405.31
2025-04-13,Clinica Vantia,Google Ads,Brand Search ES Q2,26.53,3734,196,4,2518.28
2025-04-13,Clinica Vantia,Google Ads,LeadGen Search ES Q2,39.8,5490,303,10,8811.42
2025-04-14,Clinica Vantia,Google Ads,Brand Search ES Q2,21.81,2029,95,2,1904.02
2025-04-14,Clinica Vantia,Google Ads,LeadGen Search ES Q2,32.71,2895,137,4,2786.08
2025-04-15,Clinica Vantia,Google Ads,Brand Search ES Q2,24.02,1766,56,2,1743.26
2025-04-15,Clinica Vantia,Google Ads,LeadGen Search ES Q2,36.04,2585,90,2,1405.8
2025-04-16,Clinica Vantia,Google Ads,Brand Search ES Q2,21.52,1720,77,2,1859.68
2025-04-16,Clinica Vantia,Google Ads,LeadGen Search ES Q2,32.27,2603,127,4,4455.83
2025-04-17,Clinica Vantia,Google Ads,Brand Search ES Q2,25.69,2795,120,2,1925.85
2025-04-17,Clinica Vantia,Google Ads,LeadGen Search ES Q2,38.53,4024,158,4,4868.62
2025-04-18,Clinica Vantia,Google Ads,Brand Search ES Q2,16.64,1231,60,2,1512.61
2025-04-18,Clinica Vantia,Google Ads,LeadGen Search ES Q2,24.95,1738,78,3,3032.47
2025-04-19,Clinica Vantia,Google Ads,Brand Search ES Q2,22.57,1548,87,0,0.0
2025-04-19,Clinica Vantia,Google Ads,LeadGen Search ES Q2,33.85,2505,131,6,
2025-04-20,Clinica Vantia,Google Ads,Brand Search ES Q2,25.49,2694,129,5,4923.31
2025-04-20,Clinica Vantia,Google Ads,LeadGen Search ES Q2,38.23,4029,187,8,5277.06
2025-04-21,Clinica Vantia,Google Ads,Brand Search ES Q2,30.61,3912,168,5,5232.15
2025-04-21,Clinica Vantia,Google Ads,LeadGen Search ES Q2,45.92,5914,239,5,3268.41
2025-04-22,Clinica Vantia,Google Ads,Brand Search ES Q2,20.65,1887,91,5,4767.5
2025-04-22,Clinica Vantia,Google Ads,LeadGen Search ES Q2,30.97,2821,154,6,4824.39
2025-04-23,Clinica Vantia,Google Ads,Brand Search ES Q2,31.79,3049,166,7,5504.58
2025-04-23,Clinica Vantia,Google Ads,LeadGen Search ES Q2,47.69,4354,250,9,4958.39
2025-04-24,Clinica Vantia,Google Ads,Brand Search ES Q2,28.78,2904,111,4,3041.68
2025-04-24,Clinica Vantia,Google Ads,LeadGen Search ES Q2,43.17,4355,185,9,9748.93
2025-04-25,Clinica Vantia,Google Ads,Brand Search ES Q2,25.08,2128,84,1,1202.94
2025-04-25,Clinica Vantia,Google Ads,LeadGen Search ES Q2,37.63,3207,140,12,10409.22
2025-04-26,Clinica Vantia,Google Ads,Brand Search ES Q2,32.09,2468,73,1,674.57
2025-04-26,Clinica Vantia,Google Ads,LeadGen Search ES Q2,48.13,3703,143,2,1234.59
2025-04-27,Clinica Vantia,Google Ads,Brand Search ES Q2,28.7,3916,169,7,5750.12
2025-04-27,Clinica Vantia,Google Ads,LeadGen Search ES Q2,43.06,5826,271,10,8241.85
2025-04-28,Clinica Vantia,Google Ads,Brand Search ES Q2,26.9,2909,107,3,
2025-04-28,Clinica Vantia,Google Ads,LeadGen Search ES Q2,40.35,4376,168,3,
2025-04-29,Clinica Vantia,Google Ads,Brand Search ES Q2,26.15,2626,139,1,811.27
2025-04-29,Clinica Vantia,Google Ads,LeadGen Search ES Q2,39.22,4022,193,0,0.0
2025-04-30,Clinica Vantia,Google Ads,Brand Search ES Q2,20.81,1872,83,2,1259.86
2025-04-30,Clinica Vantia,Google Ads,LeadGen Search ES Q2,31.21,2881,172,5,3699.2
2025-05-01,Clinica Vantia,Google Ads,Brand Search ES Q2,30.65,2255,73,3,1227.91
2025-05-01,Clinica Vantia,Google Ads,LeadGen Search ES Q2,45.98,3374,99,4,3779.91
2025-05-02,Clinica Vantia,Google Ads,Brand Search ES Q2,29.28,3109,108,6,6015.65
2025-05-02,Clinica Vantia,Google Ads,LeadGen Search ES Q2,43.92,4576,163,4,5823.4
2025-05-03,Clinica Vantia,Google Ads,Brand Search ES Q2,22.05,2014,115,2,1222.24
2025-05-03,Clinica Vantia,Google Ads,LeadGen Search ES Q2,33.07,3117,200,5,4159.69
2025-05-04,Clinica Vantia,Google Ads,Brand Search ES Q2,23.87,2911,138,4,2109.65
2025-05-04,Clinica Vantia,Google Ads,LeadGen Search ES Q2,35.81,4492,191,6,7460.61
2025-05-05,Clinica Vantia,Google Ads,Brand Search ES Q2,24.68,1982,75,1,1138.27
2025-05-05,Clinica Vantia,Google Ads,LeadGen Search ES Q2,37.02,3019,140,3,2107.3
2025-05-06,Clinica Vantia,Google Ads,Brand Search ES Q2,22.99,2598,124,3,1888.77
2025-05-06,Clinica Vantia,Google Ads,LeadGen Search ES Q2,34.48,3926,198,5,3672.11
2025-05-07,Clinica Vantia,Google Ads,Brand Search ES Q2,23.53,2091,123,1,1118.4
2025-05-07,Clinica Vantia,Google Ads,LeadGen Search ES Q2,35.3,3116,183,4,3238.16
2025-05-08,Clinica Vantia,Google Ads,Brand Search ES Q2,20.7,2684,102,8,5687.49
2025-05-08,Clinica Vantia,Google Ads,LeadGen Search ES Q2,31.05,3886,144,5,3262.49
2025-05-09,Clinica Vantia,Google Ads,Brand Search ES Q2,26.54,3055,159,6,4430.08
2025-05-09,Clinica Vantia,Google Ads,LeadGen Search ES Q2,39.81,4456,243,11,9216.51
2025-05-10,Clinica Vantia,Google Ads,Brand Search ES Q2,23.71,2159,109,2,1392.95
2025-05-10,Clinica Vantia,Google Ads,LeadGen Search ES Q2,35.56,3173,177,6,
2025-05-11,Clinica Vantia,Google Ads,Brand Search ES Q2,23.34,2330,95,3,2978.05
2025-05-11,Clinica Vantia,Google Ads,LeadGen Search ES Q2,35.01,3425,179,2,1519.89
2025-05-12,Clinica Vantia,Google Ads,Brand Search ES Q2,30.62,3637,156,6,
2025-05-12,Clinica Vantia,Google Ads,LeadGen Search ES Q2,45.93,5176,259,13,11332.03
2025-05-13,Clinica Vantia,Google Ads,Brand Search ES Q2,24.29,2345,77,3,1998.01
2025-05-13,Clinica Vantia,Google Ads,LeadGen Search ES Q2,36.44,3646,133,5,3945.26
2025-05-14,Clinica Vantia,Google Ads,Brand Search ES Q2,21.44,1736,84,3,2674.12
2025-05-14,Clinica Vantia,Google Ads,LeadGen Search ES Q2,32.16,2569,119,1,849.24
2025-05-15,Clinica Vantia,Google Ads,Brand Search ES Q2,30.22,3384,125,4,2966.19
2025-05-15,Clinica Vantia,Google Ads,LeadGen Search ES Q2,45.33,5082,203,8,5988.88
2025-05-16,Clinica Vantia,Google Ads,Brand Search ES Q2,27.13,2158,101,3,3878.7
2025-05-16,Clinica Vantia,Google Ads,LeadGen Search ES Q2,40.7,3160,136,5,6400.92
2025-05-17,Clinica Vantia,Google Ads,Brand Search ES Q2,22.01,1733,74,3,3010.15
2025-05-17,Clinica Vantia,Google Ads,LeadGen Search ES Q2,33.01,2713,119,5,3002.42
2025-05-18,Clinica Vantia,Google Ads,Brand Search ES Q2,22.88,3027,176,1,603.8
2025-05-18,Clinica Vantia,Google Ads,LeadGen Search ES Q2,34.32,4566,251,11,9949.49
2025-05-19,Clinica Vantia,Google Ads,Brand Search ES Q2,24.39,2684,89,3,1753.77
2025-05-19,Clinica Vantia,Google Ads,LeadGen Search ES Q2,36.59,3813,156,4,2842.94
2025-05-20,Clinica Vantia,Google Ads,Brand Search ES Q2,34.83,3161,118,2,1445.81
2025-05-20,Clinica Vantia,Google Ads,LeadGen Search ES Q2,52.25,4608,137,3,
2025-05-21,Clinica Vantia,Google Ads,Brand Search ES Q2,26.52,2221,97,6,4718.91
2025-05-21,Clinica Vantia,Google Ads,LeadGen Search ES Q2,39.79,3176,127,5,4570.39
2025-05-22,Clinica Vantia,Google Ads,Brand Search ES Q2,26.4,1877,55,0,0.0
2025-05-22,Clinica Vantia,Google Ads,LeadGen Search ES Q2,39.6,2836,91,9,7474.38
2025-05-23,Clinica Vantia,Google Ads,Brand Search ES Q2,19.78,1434,78,2,1631.49
2025-05-23,Clinica Vantia,Google Ads,LeadGen Search ES Q2,29.67,2160,99,5,4838.35
2025-05-24,Clinica Vantia,Google Ads,Brand Search ES Q2,26.19,2866,161,9,8679.64
2025-05-24,Clinica Vantia,Google Ads,LeadGen Search ES Q2,39.28,4339,232,11,8276.95
2025-05-25,Clinica Vantia,Google Ads,Brand Search ES Q2,31.07,3701,125,8,6870.36
2025-05-25,Clinica Vantia,Google Ads,LeadGen Search ES Q2,46.61,5423,210,10,7273.42
2025-05-26,Clinica Vantia,Google Ads,Brand Search ES Q2,19.8,1554,72,0,0.0
2025-05-26,Clinica Vantia,Google Ads,LeadGen Search ES Q2,29.7,2280,90,3,3404.87
2025-05-27,Clinica Vantia,Google Ads,Brand Search ES Q2,22.76,1866,121,1,708.98
2025-05-27,Clinica Vantia,Google Ads,LeadGen Search ES Q2,34.15,2679,161,4,2755.33
2025-05-28,Clinica Vantia,Google Ads,Brand Search ES Q2,23.58,1722,56,3,1167.43
2025-05-28,Clinica Vantia,Google Ads,LeadGen Search ES Q2,35.36,2544,88,2,1531.92
2025-05-29,Clinica Vantia,Google Ads,Brand Search ES Q2,18.34,1768,71,0,0.0
2025-05-29,Clinica Vantia,Google Ads,LeadGen Search ES Q2,27.52,2612,101,3,2325.66
2025-05-30,Clinica Vantia,Google Ads,Brand Search ES Q2,23.86,3210,136,1,1087.96
2025-05-30,Clinica Vantia,Google Ads,LeadGen Search ES Q2,35.79,4894,199,3,1771.7
2025-05-31,Clinica Vantia,Google Ads,Brand Search ES Q2,26.26,2567,99,4,3329.25
2025-05-31,Clinica Vantia,Google Ads,LeadGen Search ES Q2,39.39,3941,140,6,4152.74
2025-06-01,Clinica Vantia,Google Ads,Brand Search ES Q2,19.39,1480,62,2,1390.6
2025-06-01,Clinica Vantia,Google Ads,LeadGen Search ES Q2,29.09,2216,94,4,3494.65
2025-06-02,Clinica Vantia,Google Ads,Brand Search ES Q2,26.45,2165,135,4,3167.42
2025-06-02,Clinica Vantia,Google Ads,LeadGen Search ES Q2,39.68,3302,181,4,2948.96
2025-06-03,Clinica Vantia,Google Ads,Brand Search ES Q2,20.55,1559,67,3,3025.71
2025-06-03,Clinica Vantia,Google Ads,LeadGen Search ES Q2,30.83,2335,102,4,4263.05
2025-06-04,Clinica Vantia,Google Ads,Brand Search ES Q2,26.86,2656,131,2,
2025-06-04,Clinica Vantia,Google Ads,LeadGen Search ES Q2,40.29,4052,172,7,
2025-06-05,Clinica Vantia,Google Ads,Brand Search ES Q2,24.9,2406,74,2,2780.88
2025-06-05,Clinica Vantia,Google Ads,LeadGen Search ES Q2,37.34,3645,102,6,5478.3
2025-06-06,Clinica Vantia,Google Ads,Brand Search ES Q2,28.9,2310,92,7,5541.1
2025-06-06,Clinica Vantia,Google Ads,LeadGen Search ES Q2,43.35,3569,179,7,6401.51
2025-06-07,Clinica Vantia,Google Ads,Brand Search ES Q2,27.84,2286,90,6,4802.37
2025-06-07,Clinica Vantia,Google Ads,LeadGen Search ES Q2,41.77,3487,149,7,8732.68
2025-06-08,Clinica Vantia,Google Ads,Brand Search ES Q2,30.84,4206,152,10,9384.56
2025-06-08,Clinica Vantia,Google Ads,LeadGen Search ES Q2,46.25,6269,269,13,7993.21
2025-06-09,Clinica Vantia,Google Ads,Brand Search ES Q2,28.01,2055,114,2,2131.35
2025-06-09,Clinica Vantia,Google Ads,LeadGen Search ES Q2,42.01,3110,162,5,6616.83
2025-06-10,Clinica Vantia,Google Ads,Brand Search ES Q2,23.69,1836,67,4,3177.71
2025-06-10,Clinica Vantia,Google Ads,LeadGen Search ES Q2,35.53,2714,112,8,7139.34
2025-06-10,Clinica Vantia,Google Ads,Brand Search ES Q2,23.69,1836,67,4,3177.71
2025-06-10,Clinica Vantia,Google Ads,LeadGen Search ES Q2,35.53,2714,112,8,7139.34
2025-06-11,Clinica Vantia,Google Ads,Brand Search ES Q2,28.48,2047,94,7,6292.69
2025-06-11,Clinica Vantia,Google Ads,LeadGen Search ES Q2,42.72,3121,155,8,7740.21
2025-06-11,Clinica Vantia,Google Ads,Brand Search ES Q2,28.48,2047,94,7,6292.69
2025-06-11,Clinica Vantia,Google Ads,LeadGen Search ES Q2,42.72,3121,155,8,7740.21
2025-06-12,Clinica Vantia,Google Ads,Brand Search ES Q2,24.28,1961,102,2,2094.29
2025-06-12,Clinica Vantia,Google Ads,LeadGen Search ES Q2,36.41,2985,175,6,5490.78
2025-06-12,Clinica Vantia,Google Ads,Brand Search ES Q2,24.28,1961,102,2,2094.29
2025-06-12,Clinica Vantia,Google Ads,LeadGen Search ES Q2,36.41,2985,175,6,5490.78
2025-06-13,Clinica Vantia,Google Ads,Brand Search ES Q2,26.28,3167,119,3,2312.16
2025-06-13,Clinica Vantia,Google Ads,LeadGen Search ES Q2,39.43,4923,163,6,5469.15
2025-06-13,Clinica Vantia,Google Ads,Brand Search ES Q2,26.28,3167,119,3,2312.16
2025-06-13,Clinica Vantia,Google Ads,LeadGen Search ES Q2,39.43,4923,163,6,5469.15
2025-06-14,Clinica Vantia,Google Ads,Brand Search ES Q2,33.24,3483,106,3,2131.49
2025-06-14,Clinica Vantia,Google Ads,LeadGen Search ES Q2,49.86,5042,189,11,8024.39
2025-06-14,Clinica Vantia,Google Ads,Brand Search ES Q2,33.24,3483,106,3,2131.49
2025-06-14,Clinica Vantia,Google Ads,LeadGen Search ES Q2,49.86,5042,189,11,8024.39
2025-06-15,Clinica Vantia,Google Ads,Brand Search ES Q2,23.53,2279,69,0,0.0
2025-06-15,Clinica Vantia,Google Ads,LeadGen Search ES Q2,35.29,3210,104,8,9326.59
