deal_id,client,created_date,closed_date,stage,deal_value,source_campaign
DEAL-00084,Solmar Hotels,2025-07-01,2025-07-08,Won,1792.55,
DEAL-00085,Solmar Hotels,2025-07-01,2025-07-29,Won,2299.11,TBD
DEAL-00086,Solmar Hotels,2025-07-03,2025-07-30,Won,1113.54,
DEAL-00087,Solmar Hotels,2025-07-03,2025-08-25,Lost,2057.89,ES_Search_SummerEscape_2025Q3
DEAL-00088,Solmar Hotels,2025-07-04,2025-08-31,Won,2538.91,PT_Social_Prospecting_2025Q3
DEAL-00089,Solmar Hotels,2025-07-04,2025-08-21,Won,239.98,Organic Search
DEAL-00090,Solmar Hotels,2025-07-05,2025-07-19,Won,976.55,old campaign?
DEAL-00091,Solmar Hotels,2025-07-06,2025-07-09,Lost,1683.48,ES_Search_Brand_2025Q2
DEAL-00092,Solmar Hotels,2025-07-07,,New,212.72,ES_Social_Prospecting_2025Q1
DEAL-00093,Solmar Hotels,2025-07-07,2025-07-31,Won,1391.35,ES_Social_Prospecting_2025Q2
DEAL-00094,Solmar Hotels,2025-07-08,2025-08-24,Lost,2376.27,
DEAL-00095,Solmar Hotels,2025-07-08,2025-07-12,Won,591.97,Organic Search
DEAL-00096,Solmar Hotels,2025-07-08,,Qualified,2162.8,ES_Social_Prospecting_2025Q3
DEAL-00097,Solmar Hotels,2025-07-09,,New,2366.14,ES_Search_Generic_2025Q1
DEAL-00098,Solmar Hotels,2025-07-10,,Qualified,260.78,
DEAL-00099,Solmar Hotels,2025-07-11,2025-09-02,Lost,2438.07,
DEAL-00100,Solmar Hotels,2025-07-13,,New,477.12,PT_Social_Prospecting_2025Q1
DEAL-00101,Solmar Hotels,2025-07-14,2025-07-17,Lost,187.62,ES_Social_Retargeting_2025Q1
DEAL-00102,Solmar Hotels,2025-07-15,,New,445.55,ES_Sponsored_Corporate_2025Q1
DEAL-00103,Solmar Hotels,2025-07-15,2025-09-07,Lost,380.24,ES_Social_Prospecting_2025Q1
DEAL-00104,Solmar Hotels,2025-07-16,2025-09-10,Won,241.15,ES_Social_Prospecting_2025Q2
DEAL-00105,Solmar Hotels,2025-07-18,2025-07-25,Lost,1355.13,ES_Search_Generic_2025Q3
DEAL-00106,Solmar Hotels,2025-07-19,2025-08-22,Lost,2174.98,Organic Search
DEAL-00107,Solmar Hotels,2025-07-19,,Qualified,2459.18,ES_Sponsored_Corporate_2025Q2
DEAL-00108,Solmar Hotels,2025-07-20,,Qualified,384.38,ES_Social_Prospecting_2025Q3
DEAL-00109,Solmar Hotels,2025-07-20,2025-08-08,Lost,2714.67,ES_Social_Retargeting_2025Q1
DEAL-00110,Solmar Hotels,2025-07-20,2025-09-06,Lost,207.28,ES_Social_Retargeting_2025Q2
DEAL-00111,Solmar Hotels,2025-07-20,2025-08-23,Lost,1089.77,
DEAL-00112,Solmar Hotels,2025-07-21,2025-08-08,Won,2305.09,-
DEAL-00113,Solmar Hotels,2025-07-21,2025-08-11,Lost,2432.29,ES_Search_Brand_2025Q2
DEAL-00114,Solmar Hotels,2025-07-21,2025-07-24,Lost,1927.93,ES_Social_Prospecting_2025Q3
DEAL-00115,Solmar Hotels,2025-07-21,2025-09-07,Won,1634.44,ES_Social_Prospecting_2025Q1
DEAL-00116,Solmar Hotels,2025-07-22,2025-08-14,Won,2244.47,
DEAL-00117,Solmar Hotels,2025-07-23,,New,1327.75,ES_Search_Generic_2025Q1
DEAL-00118,Solmar Hotels,2025-07-23,2025-09-19,Lost,2357.45,PT_Social_Prospecting_2025Q1
DEAL-00119,Solmar Hotels,2025-07-24,2025-07-30,Lost,999.67,ORGANIC SEARCH (COPY)
DEAL-00120,Solmar Hotels,2025-07-24,2025-09-14,Won,1825.85,
DEAL-00121,Solmar Hotels,2025-07-24,2025-08-09,Won,2184.85,facebook
DEAL-00122,Solmar Hotels,2025-07-24,,Qualified,2068.83,ES_Social_Prospecting_2025Q3
DEAL-00123,Solmar Hotels,2025-07-25,2025-08-10,Won,1599.69,referral - ask client
DEAL-00124,Solmar Hotels,2025-07-25,2025-08-11,Won,1358.81,pt social prospecting 2025q3??
DEAL-00125,Solmar Hotels,2025-07-27,2025-08-14,Won,376.32,
DEAL-00126,Solmar Hotels,2025-07-28,2025-08-26,Lost,909.37,ES_Social_Pros
DEAL-00127,Solmar Hotels,2025-07-28,,Qualified,226.98,
DEAL-00128,Solmar Hotels,2025-07-28,2025-08-23,Won,2857.4,ES_Sponsored_Corporate_2025Q3
DEAL-00129,Solmar Hotels,2025-07-29,2025-09-15,Won,233.14,Organic
DEAL-00130,Solmar Hotels,2025-07-29,2025-09-07,Won,789.12,ES_Search_Brand_2025Q1
DEAL-00131,Solmar Hotels,2025-07-29,2025-08-29,Won,2744.25,facebook
DEAL-00132,Solmar Hotels,2025-07-31,2025-09-06,Won,1335.02,ES_Sponsored_Corporate_2025Q2
DEAL-00133,Solmar Hotels,2025-08-01,2025-08-14,Won,2542.29,ES_Search_Generic_2025Q1
DEAL-00134,Solmar Hotels,2025-08-01,2025-09-03,Won,2599.72,PT_Social_Pros
DEAL-00135,Solmar Hotels,2025-08-01,2025-09-24,Won,2893.96,ES_Sponsored_Corporate_2025Q3
DEAL-00136,Solmar Hotels,2025-08-01,,New,1911.12,ES_SOCIAL_PROSPECTING_2025Q3 (COPY)
DEAL-00137,Solmar Hotels,2025-08-02,2025-08-21,Won,2644.26,ES_SOCIAL_RETARGETING_2025Q2 (COPY)
DEAL-00138,Solmar Hotels,2025-08-02,2025-09-17,Won,1482.89,ES_Search_Brand_2025Q1
DEAL-00139,Solmar Hotels,2025-08-03,2025-08-24,Lost,2289.35,ES_Search_Generic_2025Q3
DEAL-00140,Solmar Hotels,2025-08-04,2025-08-16,Won,2572.63,ES_Search_Generic_2025Q2
DEAL-00141,Solmar Hotels,2025-08-05,,Qualified,1811.21,ES_Search_Ge
DEAL-00142,Solmar Hotels,2025-08-07,2025-08-20,Lost,2932.61,ES_Sponsored_Corporate_2025Q2
DEAL-00143,Solmar Hotels,2025-08-07,2025-09-12,Lost,1607.29,ES_SEARCH_GENERIC_2025Q1 (COPY)
DEAL-00144,Solmar Hotels,2025-08-08,2025-08-28,Won,1742.89,ES_Social_Prospecting_2025Q3
DEAL-00145,Solmar Hotels,2025-08-08,2025-09-04,Won,1541.06,ES_Search_SummerEscape_2025Q2
DEAL-00146,Solmar Hotels,2025-08-09,,Qualified,2645.59,PT_Social_Prospecting_2025Q3
DEAL-00147,Solmar Hotels,2025-08-09,2025-09-04,Won,1591.45,ES_Search_Generic_2025Q2
DEAL-00148,Solmar Hotels,2025-08-09,2025-10-02,Won,2758.66,
DEAL-00149,Solmar Hotels,2025-08-11,2025-09-27,Won,2740.69,
DEAL-00150,Solmar Hotels,2025-08-12,2025-09-18,Won,1652.26,ES_Search_Generic_2025Q1
DEAL-00151,Solmar Hotels,2025-08-14,2025-08-28,Won,2674.62,ES_Sponsored_Corporate_2025Q2
DEAL-00152,Solmar Hotels,2025-08-14,2025-09-02,Lost,1338.6,ES_Search_Generic_2025Q1
DEAL-00153,Solmar Hotels,2025-08-16,,New,1488.2,ES_Search_Generic_2025Q2
DEAL-00154,Solmar Hotels,2025-08-17,2025-10-10,Won,2344.59,ES_Social_Prospecting_2025Q3
DEAL-00155,Solmar Hotels,2025-08-17,2025-09-01,Won,1374.46,es social retargeting 2025q1??
DEAL-00156,Solmar Hotels,2025-08-17,2025-09-28,Won,2261.0,
DEAL-00157,Solmar Hotels,2025-08-18,2025-09-21,Lost,1448.39,ES_Search_Generic_2025Q2
DEAL-00158,Solmar Hotels,2025-08-18,2025-08-31,Won,1770.48,ES_Sponsored_Corporate_2025Q1
DEAL-00159,Solmar Hotels,2025-08-20,2025-09-04,Won,1071.38,ES_Social_Retargeting_2025Q3
DEAL-00160,Solmar Hotels,2025-08-20,,Qualified,2919.79,ES_Search_SummerEscape_2025Q3
DEAL-00161,Solmar Hotels,2025-08-22,2025-09-14,Lost,2645.42,PT_Social_Prospecting_2025Q3
DEAL-00162,Solmar Hotels,2025-08-24,2025-09-17,Won,1525.72,
DEAL-00163,Solmar Hotels,2025-08-24,2025-08-30,Won,2733.96,ES_Sponsored_C
DEAL-00164,Solmar Hotels,2025-08-25,2025-10-06,Won,1397.97,ES_SOCIAL_RETARGETING_2025Q2 (COPY)
DEAL-00165,Solmar Hotels,2025-08-25,,New,1335.03,ES_Sponsored_Corporate_2025Q2
DEAL-00166,Solmar Hotels,2025-08-27,,New,2727.55,
DEAL-00167,Solmar Hotels,2025-08-27,,Qualified,461.19,ES_SEARCH_SUMMERESCAPE_2025Q3 (COPY)
DEAL-00168,Solmar Hotels,2025-08-27,2025-09-21,Won,408.37,-
DEAL-00169,Solmar Hotels,2025-08-28,2025-10-26,Won,1440.99,-
DEAL-00170,Solmar Hotels,2025-08-29,,New,2824.45,ES_Search_SummerEscape_2025Q3
DEAL-00171,Solmar Hotels,2025-08-31,2025-10-25,Lost,1407.05,
DEAL-00172,Solmar Hotels,2025-09-03,2025-09-14,Won,807.0,
DEAL-00173,Solmar Hotels,2025-09-04,2025-09-24,Won,1712.42,
DEAL-00174,Solmar Hotels,2025-09-05,2025-10-01,Won,2149.44,
DEAL-00175,Solmar Hotels,2025-09-06,2025-09-28,Won,183.88,Organic Search
DEAL-00176,Solmar Hotels,2025-09-06,,Qualified,623.32,ES_Search_Generic_2025Q2
DEAL-00177,Solmar Hotels,2025-09-07,2025-09-21,Won,1776.53,PT_Social_Prospecting_2025Q1
DEAL-00178,Solmar Hotels,2025-09-11,2025-11-06,Lost,1253.17,Organic Search
DEAL-00179,Solmar Hotels,2025-09-12,,Qualified,2228.93,ES_Social_Retargeting_2025Q2
DEAL-00180,Solmar Hotels,2025-09-12,2025-10-18,Lost,2617.61,facebook
DEAL-00181,Solmar Hotels,2025-09-13,2025-09-27,Won,1651.3,ES_Social_Prospecting_2025Q1
DEAL-00182,Solmar Hotels,2025-09-15,2025-10-04,Won,2751.7,ES_Social_Prospecting_2025Q1
DEAL-00183,Solmar Hotels,2025-09-15,2025-09-28,Won,1521.05,TBD
DEAL-00184,Solmar Hotels,2025-09-17,2025-11-05,Won,725.72,old campaign?
DEAL-00185,Solmar Hotels,2025-09-17,2025-10-25,Won,2445.83,instagram dm
DEAL-00186,Solmar Hotels,2025-09-18,2025-10-24,Won,1839.29,ES_Sponsored_Corporate_2025Q1
DEAL-00187,Solmar Hotels,2025-09-18,2025-10-23,Won,622.58,ES_Social_Retargeting_2025Q3
DEAL-00188,Solmar Hotels,2025-09-19,,New,955.04,ES_Search_Generic_2025Q3
DEAL-00189,Solmar Hotels,2025-09-19,,New,1112.65,ES_Search_Generic_2025Q1
DEAL-00190,Solmar Hotels,2025-09-21,2025-10-14,Lost,1913.52,ES_Sponsored_Corporate_2025Q3
DEAL-00191,Solmar Hotels,2025-09-23,2025-10-30,Won,2888.18,TBD
DEAL-00192,Solmar Hotels,2025-09-26,2025-11-12,Won,531.58,ES_Sponsored_Corporate_2025Q3
DEAL-00193,Solmar Hotels,2025-09-28,2025-11-21,Won,222.78,es search generic 2025q2??
DEAL-00194,Solmar Hotels,2025-09-29,2025-11-04,Lost,2680.86,ES_Social_Retargeting_2025Q3
DEAL-00195,Solmar Hotels,2025-10-01,,Qualified,1577.38,ES_Search_Generic_2025Q1
DEAL-00196,Solmar Hotels,2025-10-02,2025-10-27,Won,614.82,ES_Search_SummerEscape_2025Q3
DEAL-00197,Solmar Hotels,2025-10-03,2025-11-20,Won,2936.95,
DEAL-00198,Solmar Hotels,2025-10-11,,Qualified,227.63,n/a
DEAL-00199,Solmar Hotels,2025-10-11,2025-11-15,Lost,2768.86,ES_Sponsored_Corporate_2025Q2
DEAL-00200,Solmar Hotels,2025-10-13,,Qualified,2513.59,ES_Search_SummerEscape_2025Q3
DEAL-00201,Solmar Hotels,2025-10-14,2025-12-12,Won,1920.23,walk-in
DEAL-00202,Solmar Hotels,2025-10-15,,New,1870.76,ES_Search_SummerEscape_2025Q2
DEAL-00203,Solmar Hotels,2025-10-21,2025-12-13,Won,2036.02,
DEAL-00204,Solmar Hotels,2025-10-25,2025-11-27,Won,770.54,ES_Sponsored_Corporate_2025Q2
DEAL-00205,Solmar Hotels,2025-10-29,2025-12-07,Won,740.6,
DEAL-00206,Solmar Hotels,2025-10-30,2025-12-24,Won,2598.34,ES_Social_Reta
DEAL-00207,Solmar Hotels,2025-11-03,2025-11-19,Won,1641.34,ES_Social_Retargeting_2025Q2
DEAL-00208,Solmar Hotels,2025-11-04,,Qualified,307.76,ES_Search_B
DEAL-00209,Solmar Hotels,2025-11-04,,Qualified,1971.82,
DEAL-00210,Solmar Hotels,2025-11-05,2025-12-25,Lost,2260.46,ES_Search_Generic_2025Q1
DEAL-00211,Solmar Hotels,2025-11-07,2025-12-30,Won,947.19,ES_Sponsored_Corporate_2025Q2
DEAL-00212,Solmar Hotels,2025-11-08,,New,2328.66,ES_Search_Brand_2025Q3
DEAL-00213,Solmar Hotels,2025-11-11,2025-12-03,Won,2427.56,
DEAL-00214,Solmar Hotels,2025-11-12,2026-01-03,Lost,456.13,
DEAL-00215,Solmar Hotels,2025-11-12,2025-12-11,Won,1804.13,ES_Social_Retargeting_2025Q1
DEAL-00216,Solmar Hotels,2025-11-20,2026-01-17,Won,2118.76,PT_Social_Prospecting_2025Q2
DEAL-00217,Solmar Hotels,2025-11-20,2025-12-03,Won,572.08,ES_Search_Generic_2025Q2
DEAL-00218,Solmar Hotels,2025-11-22,2025-12-09,Won,940.87,ES_Search_SummerEscape_2025Q3
DEAL-00219,Solmar Hotels,2025-11-23,2026-01-21,Lost,212.26,PT_Social_Prospecting_2025Q1
DEAL-00220,Solmar Hotels,2025-11-25,2025-11-28,Won,886.55,
DEAL-00221,Solmar Hotels,2025-11-26,,New,1325.97,ES_Search_Brand_2025Q3
DEAL-00222,Solmar Hotels,2025-11-26,2026-01-02,Won,2192.04,instagram dm
DEAL-00223,Solmar Hotels,2025-12-03,2026-01-12,Lost,489.78,ES_Search_Brand_2025Q4
DEAL-00224,Solmar Hotels,2025-12-03,,Qualified,2489.84,ES_Social_Retargeting_2025Q4
DEAL-00225,Solmar Hotels,2025-12-04,2026-01-18,Lost,2608.02,ES_Social_Pros
DEAL-00226,Solmar Hotels,2025-12-08,,Qualified,1993.21,ES_Social_Prospecting_2025Q3
DEAL-00227,Solmar Hotels,2025-12-10,2026-01-13,Won,873.39,ES_Social_Prospecting_2025Q4
DEAL-00228,Solmar Hotels,2025-12-11,2026-01-06,Won,777.09,
DEAL-00229,Solmar Hotels,2025-12-16,2025-12-26,Won,824.67,ES_Sponsored_C
DEAL-00230,Solmar Hotels,2025-12-17,2026-01-28,Won,1625.74,ES_Search_Brand_2025Q1
DEAL-00231,Solmar Hotels,2025-12-21,2026-01-22,Won,2091.24,
DEAL-00232,Solmar Hotels,2025-12-21,2026-01-26,Won,1735.48,ES_Social_Prospecting_2025Q1
DEAL-00233,Solmar Hotels,2025-12-22,,New,1853.63,ES_Sponsored_Corporate_2025Q2
DEAL-00234,Solmar Hotels,2026-01-09,,Qualified,1981.63,old campaign?
DEAL-00235,Solmar Hotels,2026-01-10,2026-02-22,Won,1985.43,ES_Social_Prospecting_2026Q1
DEAL-00236,Solmar Hotels,2026-01-11,,New,221.51,ES_Social_Retargeting_2025Q4
DEAL-00237,Solmar Hotels,2026-01-13,2026-02-08,Won,1770.62,
DEAL-00238,Solmar Hotels,2026-01-15,2026-01-24,Won,189.47,ES_Search_Brand_2025Q3
DEAL-00239,Solmar Hotels,2026-01-18,,Qualified,2104.89,ES_Search_Generic_2025Q2
DEAL-00240,Solmar Hotels,2026-01-19,,Qualified,704.68,Organic Search
DEAL-00241,Solmar Hotels,2026-01-21,,New,1680.14,ES_Search_SummerEscape_2025Q2
DEAL-00242,Solmar Hotels,2026-01-23,2026-03-06,Won,2222.17,ES_Sponsored_Corporate_2025Q3
DEAL-00243,Solmar Hotels,2026-01-29,2026-03-08,Won,1393.61,ES_Sponsored_Corporate_2025Q4
DEAL-00244,Solmar Hotels,2026-01-30,2026-03-25,Won,2095.58,ES_Search_Brand_2025Q3
DEAL-00245,Solmar Hotels,2026-02-01,2026-02-20,Won,1204.13,
DEAL-00246,Solmar Hotels,2026-02-08,2026-02-20,Won,1679.28,
DEAL-00247,Solmar Hotels,2026-02-12,,New,1379.85,PT_Social_Prospecting_2025Q3
DEAL-00248,Solmar Hotels,2026-02-19,2026-03-09,Lost,2187.39,ES_SEARCH_GENERIC_2025Q4 (COPY)
DEAL-00249,Solmar Hotels,2026-02-22,2026-04-17,Won,2857.31,walk-in
DEAL-00250,Solmar Hotels,2026-02-22,2026-03-12,Won,2727.13,ES_Sponsored_Corporate_2025Q4
DEAL-00251,Solmar Hotels,2026-02-22,,New,1839.96,instagram dm
DEAL-00252,Solmar Hotels,2026-02-24,2026-04-12,Lost,2639.46,ES_Search_SummerEscape_2025Q2
DEAL-00253,Solmar Hotels,2026-02-24,,New,2431.82,PT_Social_Prospecting_2025Q1
DEAL-00254,Solmar Hotels,2026-02-26,2026-04-03,Won,2478.73,
DEAL-00255,Solmar Hotels,2026-02-26,2026-04-02,Won,470.69,ES_Social_Prospecting_2026Q1
DEAL-00256,Solmar Hotels,2026-03-02,2026-04-30,Lost,2793.4,ES_Search_SummerEscape_2025Q2
DEAL-00257,Solmar Hotels,2026-03-04,2026-03-26,Lost,164.65,ES_Social_Retargeting_2025Q4
DEAL-00258,Solmar Hotels,2026-03-06,2026-03-31,Won,2910.84,instagram dm
DEAL-00259,Solmar Hotels,2026-03-07,2026-03-13,Won,406.69,ES_SPONSORED_CORPORATE_2025Q4 (COPY)
DEAL-00260,Solmar Hotels,2026-03-08,2026-05-06,Won,488.4,ES_Social_Retargeting_2025Q2
DEAL-00261,Solmar Hotels,2026-03-11,2026-05-07,Lost,230.88,ES_Search_Brand_2025Q1
DEAL-00262,Solmar Hotels,2026-03-12,,Qualified,350.59,ES_Sponsored_Corporate_2026Q1
DEAL-00263,Solmar Hotels,2026-03-15,2026-03-20,Won,2515.76,ES_Social_Retargeting_2025Q1
DEAL-00264,Solmar Hotels,2026-03-17,2026-03-30,Lost,557.95,ES_Search_Brand_2025Q1
DEAL-00265,Solmar Hotels,2026-03-20,2026-05-14,Won,1083.89,
DEAL-00266,Solmar Hotels,2026-03-27,2026-04-21,Lost,639.8,es search brand 2025q1??
DEAL-00267,Solmar Hotels,2026-03-27,,New,2541.93,ES_Search_Generic_2025Q4
DEAL-00268,Solmar Hotels,2026-03-28,,Qualified,1450.42,ES_Search_Generic_2025Q4
DEAL-00269,Solmar Hotels,2026-03-29,,Qualified,2515.29,ES_Social_Prospecting_2025Q4
DEAL-00270,Solmar Hotels,2026-04-01,2026-04-16,Lost,525.89,ES_Search_Generic_2025Q2
DEAL-00271,Solmar Hotels,2026-04-02,2026-04-14,Lost,2733.27,PT_Social_Prospecting_2026Q1
DEAL-00272,Solmar Hotels,2026-04-04,2026-05-19,Won,1194.29,PT_Social_Pros
DEAL-00273,Solmar Hotels,2026-04-11,2026-06-05,Won,2574.5,
DEAL-00274,Solmar Hotels,2026-04-15,,New,461.92,ES_Social_Prospecting_2025Q3
DEAL-00275,Solmar Hotels,2026-04-18,2026-05-11,Won,485.28,ES_Search_Generic_2025Q2
DEAL-00276,Solmar Hotels,2026-04-21,2026-05-04,Won,971.88,instagram dm
DEAL-00277,Solmar Hotels,2026-04-23,2026-06-02,Lost,1857.81,TBD
